,index,Date,Open,High,Low,Close,Adj Close,Volume,Rolling_Mean_30,Rolling_Mean_90
0,1006,2024-01-02,49.24399948120117,49.29499816894531,47.595001220703125,48.167999267578125,48.15766525268555,411254000,48.22313334147135,46.017977735731336
1,1007,2024-01-03,47.48500061035156,48.183998107910156,47.31999969482422,47.569000244140625,47.55879592895508,320896000,48.165500005086265,46.02248886956109
2,1008,2024-01-04,47.766998291015625,48.5,47.507999420166016,47.99800109863281,47.98770523071289,306535000,48.0851333618164,46.04448886447483
3,1009,2024-01-05,48.46200180053711,49.547000885009766,48.305999755859375,49.09700012207031,49.086463928222656,415039000,48.05690002441406,46.06962220933702
4,1010,2024-01-08,49.512001037597656,52.275001525878906,49.479000091552734,52.25299835205078,52.24178695678711,642510000,48.17479998270671,46.10816663106282
5,1011,2024-01-09,52.4010009765625,54.32500076293945,51.689998626708984,53.13999938964844,53.12860107421875,773100000,48.35359992980957,46.15123329162598
6,1012,2024-01-10,53.61600112915039,54.599998474121094,53.48899841308594,54.349998474121094,54.338340759277344,533796000,48.55719985961914,46.206733279758026
7,1013,2024-01-11,54.999000549316406,55.34600067138672,53.560001373291016,54.821998596191406,54.810237884521484,596759000,48.790566507975264,46.27687772115072
8,1014,2024-01-12,54.619998931884766,54.970001220703125,54.33000183105469,54.709999084472656,54.69825744628906,352994000,49.00956649780274,46.345344373914934
9,1015,2024-01-16,55.018001556396484,56.834999084472656,54.900001525878906,56.38199996948242,56.369903564453125,449580000,49.32996648152669,46.44891103108724
10,1016,2024-01-17,56.34700012207031,56.47100067138672,54.7400016784668,56.053001403808594,56.04097366333008,474394000,49.639566548665364,46.55793325636122
11,1017,2024-01-18,57.2599983215332,57.599998474121094,56.106998443603516,57.106998443603516,57.09474563598633,491650000,50.02613321940104,46.68609992133246
12,1018,2024-01-19,57.98899841308594,59.5,57.224998474121094,59.49100112915039,59.478233337402344,543501000,50.45696652730306,46.845133251614044
13,1019,2024-01-22,60.04899978637695,60.33100128173828,59.06999969482422,59.65399932861328,59.64120101928711,452955000,50.928666559855145,47.0093999226888
14,1020,2024-01-23,59.56999969482422,59.90999984741211,58.584999084472656,59.87300109863281,59.86015701293945,294654000,51.371233240763345,47.169266594780815
15,1021,2024-01-24,60.30400085449219,62.8489990234375,59.9379997253418,61.36199951171875,61.34883117675781,560271000,51.833099873860675,47.34461101955838
16,1022,2024-01-25,62.349998474121094,62.71900177001953,60.849998474121094,61.617000579833984,61.60377883911133,482777000,52.33276659647624,47.541466564602324
17,1023,2024-01-26,60.959999084472656,61.78300094604492,60.573001861572266,61.03099822998047,61.017906188964844,390309000,52.77856648763021,47.731077660454645
18,1024,2024-01-29,61.231998443603516,62.48899841308594,60.90700149536133,62.46500015258789,62.45159912109375,348733000,53.257799784342446,47.9415776570638
19,1025,2024-01-30,62.900001525878906,63.49300003051758,62.2599983215332,62.77399826049805,62.760528564453125,410735000,53.73859977722168,48.16974432203505
20,1026,2024-01-31,61.439998626708984,62.26900100708008,60.70000076293945,61.527000427246094,61.513797760009766,453795000,54.159833145141604,48.39763323465983
21,1027,2024-02-01,62.099998474121094,63.191001892089844,61.650001525878906,63.027000427246094,63.01347732543945,369146000,54.59149983723958,48.63559989929199
22,1028,2024-02-02,63.9739990234375,66.5999984741211,63.689998626708984,66.16000366210938,66.14580535888672,476578000,55.1433666229248,48.90157771640354
23,1029,2024-02-05,68.2249984741211,69.49700164794922,67.20500183105469,69.33200073242188,69.31713104248047,680078000,55.85073331197103,49.206255510118275
24,1030,2024-02-06,69.62999725341797,69.75399780273438,66.30000305175781,68.2229995727539,68.20836639404297,683111000,56.4918332417806,49.49242218865289
25,1031,2024-02-07,68.31900024414062,70.22000122070312,67.5999984741211,70.0989990234375,70.08395385742188,495575000,57.20079981486003,49.792533281114366
26,1032,2024-02-08,70.0739974975586,70.79399871826172,69.45500183105469,69.64099884033203,69.62605285644531,414422000,57.87953313191732,50.08299992879232
27,1033,2024-02-09,70.53299713134766,72.18499755859375,70.21199798583984,72.13300323486328,72.11751556396484,436637000,58.63673324584961,50.38689994812012
28,1034,2024-02-12,72.5999984741211,74.61100006103516,71.25,72.24800109863281,72.23249816894531,613710000,59.39426663716634,50.7061333126492
29,1035,2024-02-13,70.4000015258789,73.44999694824219,69.62000274658203,72.12799835205078,72.1125259399414,602580000,60.14779993693034,51.01821106804742
30,1036,2024-02-14,73.2020034790039,74.23600006103516,71.93800354003906,73.9000015258789,73.88414764404297,504917000,61.005533345540364,51.34278886583116
31,1037,2024-02-15,73.86900329589844,73.9749984741211,72.4000015258789,72.65799713134766,72.64241027832031,420122000,61.8418332417806,51.64163326687283
32,1038,2024-02-16,74.0999984741211,74.4020004272461,72.5009994506836,72.61299896240234,72.59741973876953,495327000,62.662333170572914,51.94541104634603
33,1039,2024-02-20,71.9469985961914,71.95600128173828,67.73400115966797,69.4520034790039,69.43709564208984,704833000,63.340833282470705,52.20823330349393
34,1040,2024-02-21,68.00599670410156,68.88800048828125,66.24800109863281,67.47200012207031,67.45752716064453,690298000,63.84813334147135,52.43785552978515
35,1041,2024-02-22,75.0250015258789,78.57499694824219,74.22000122070312,78.53800201416016,78.52115631103516,865100000,64.69473342895508,52.78888888888889
36,1042,2024-02-23,80.79000091552734,82.39399719238281,77.56999969482422,78.81700134277344,78.80009460449219,829388000,65.51030019124349,53.159511142306854
37,1043,2024-02-26,79.69999694824219,80.64600372314453,78.50499725341797,79.09200286865234,79.07503509521484,503973000,66.31930033365886,53.52614449395074
38,1044,2024-02-27,79.38099670410156,79.4800033569336,77.16200256347656,78.70099639892578,78.68411254882812,391705000,67.11900024414062,53.912400012546115
39,1045,2024-02-28,77.62000274658203,78.93299865722656,77.125,77.66300201416016,77.64633178710938,393110000,67.82836697896322,54.306477822197806
40,1046,2024-02-29,79.09400177001953,79.98999786376953,78.3499984741211,79.11199951171875,79.09502410888672,507289000,68.5970002492269,54.71771113077799
41,1047,2024-03-01,80.0,82.30000305175781,79.43499755859375,82.27899932861328,82.26134490966797,479135000,69.43606694539388,55.172066667344836
42,1048,2024-03-04,84.12999725341797,87.69499969482422,83.71900177001953,85.23699951171875,85.21871185302734,615616000,70.2942668914795,55.64164445665148
43,1049,2024-03-05,85.2699966430664,86.09700012207031,83.41699981689453,85.96399688720703,85.9495849609375,520639000,71.17126681009928,56.11165555318197
44,1050,2024-03-06,88.02200317382812,89.7239990234375,87.02999877929688,88.69999694824219,88.68512725830078,582520000,72.13216667175293,56.632999971177846
45,1051,2024-03-07,90.15799713134766,92.76699829101562,89.60199737548828,92.66899871826172,92.65345764160156,608119000,73.17573331197103,57.21458884345161
46,1052,2024-03-08,95.13800048828125,97.4000015258789,86.50599670410156,87.52799987792969,87.5133285522461,1142269000,74.03943328857422,57.7371221754286
47,1053,2024-03-11,86.42900085449219,88.7969970703125,84.16600036621094,85.77400207519531,85.7596206665039,678364000,74.86420008341472,58.23282220628526
48,1054,2024-03-12,88.04900360107422,91.95999908447266,86.1500015258789,91.91300201416016,91.89759063720703,668075000,75.84580014546712,58.80096668667264
49,1055,2024-03-13,91.05500030517578,91.50399780273438,88.43499755859375,90.88800048828125,90.87276458740234,635713000,76.78293355305989,59.340555572509764
50,1056,2024-03-14,89.5770034790039,90.64600372314453,86.5999984741211,87.94400024414062,87.92925262451172,602318000,77.66350021362305,59.83431112501356
51,1057,2024-03-15,86.93000030517578,89.5459976196289,86.25700378417969,87.83699798583984,87.822265625,642086000,78.49050013224284,60.31022220187717
52,1058,2024-03-18,90.38800048828125,92.40499877929688,87.08499908447266,88.45500183105469,88.44017028808594,668976000,79.23366673787434,60.78471111721463
53,1059,2024-03-19,86.69999694824219,90.54399871826172,85.01000213623047,89.39800262451172,89.38301849365234,672171000,79.90253346761068,61.267411126030815
54,1060,2024-03-20,89.7969970703125,90.41000366210938,88.2229995727539,90.37200164794922,90.35684967041016,479063000,80.64083353678386,61.75405557420519
55,1061,2024-03-21,92.30000305175781,92.64800262451172,90.40499877929688,91.43499755859375,91.41967010498047,480372000,81.35203348795572,62.248333316379124
56,1062,2024-03-22,91.14099884033203,94.77799987792969,90.83399963378906,94.28900146484375,94.273193359375,586719000,82.17363357543945,62.75893334282769
57,1063,2024-03-25,93.94100189208984,96.76599884033203,93.51000213623047,95.00199890136719,94.98606872558594,552136000,82.93593343098958,63.27428889804416
58,1064,2024-03-26,95.85099792480469,96.375,92.50199890136719,92.56099700927734,92.54547882080078,513648000,83.61303329467773,63.75101110670302
59,1065,2024-03-27,93.11199951171875,93.23999786376953,89.12300109863281,90.25,90.23486328125,586067000,84.21710001627604,64.21058887905545
60,1066,2024-03-28,90.0,91.30000305175781,89.19300079345703,90.35600280761719,90.34085083007812,435212000,84.76563339233398,64.66476669311524
61,1067,2024-04-01,90.29900360107422,92.2249984741211,89.2040023803711,90.36299896240234,90.34784698486328,452441000,85.35580012003581,65.12104445563422
62,1068,2024-04-02,88.447998046875,90.09400177001953,87.62000274658203,89.4520034790039,89.43700408935547,433064000,85.91710027058919,65.55485560099284
63,1069,2024-04-03,88.48400115966797,90.3740005493164,88.4000015258789,88.96399688720703,88.94908142089844,370067000,86.56750005086263,65.98841111924914
64,1070,2024-04-04,90.40599822998047,90.63400268554688,85.87999725341797,85.90499877929688,85.89059448242188,434965000,87.18193333943685,66.40162222120497
65,1071,2024-04-05,86.86599731445312,88.48100280761719,85.9260025024414,88.00800323486328,87.99324798583984,399678000,87.49760004679362,66.84864446851942
66,1072,2024-04-08,88.69999694824219,88.83000183105469,86.73200225830078,87.13300323486328,87.11839294433594,283220000,87.77480010986328,67.28076672024197
67,1073,2024-04-09,87.44200134277344,87.63500213623047,83.02200317382812,85.35399627685547,85.33968353271484,503547000,87.98353322347005,67.69780002170138
68,1074,2024-04-10,83.9260025024414,87.4000015258789,83.70899963378906,87.03900146484375,87.02440643310547,431929000,88.26146672566732,68.13001115587022
69,1075,2024-04-11,87.41999816894531,90.73899841308594,86.9260025024414,90.61599731445312,90.60079956054688,431637000,88.69323323567708,68.61718889872233
70,1076,2024-04-12,89.6989974975586,90.17500305175781,87.52999877929688,88.18599700927734,88.17121124267578,426805000,88.99569981892904,69.07742220560709
71,1077,2024-04-15,89.0979995727539,90.61299896240234,85.92900085449219,86.0009994506836,85.98657989501953,443077000,89.11976648966471,69.52732221815322
72,1078,2024-04-16,86.43299865722656,88.11799621582031,86.06400299072266,87.41500091552734,87.40034484863281,370453000,89.19236653645834,69.9811999850803
73,1079,2024-04-17,88.33999633789062,88.7750015258789,83.94999694824219,84.03500366210938,84.02091217041016,495400000,89.12806676228841,70.40933337741428
74,1080,2024-04-18,84.97000122070312,86.19000244140625,82.4020004272461,84.6709976196289,84.65679931640625,447260000,88.99376678466797,70.83238889906141
75,1081,2024-04-19,83.1500015258789,84.3239974975586,75.60600280761719,76.19999694824219,76.18722534179688,875198000,88.44480005900066,71.15121108161078
76,1082,2024-04-22,78.10399627685547,80.072998046875,76.4000015258789,79.51799774169922,79.50466918945312,596341000,88.17779998779297,71.51666662428114
77,1083,2024-04-23,80.76899719238281,82.76899719238281,80.26399993896484,82.4229965209961,82.4091796875,438559000,88.066099802653,71.90295545789931
78,1084,2024-04-24,83.94999694824219,84.08200073242188,79.18299865722656,79.677001953125,79.66364288330078,512208000,87.65823313395182,72.25394435458713
79,1085,2024-04-25,78.86799621582031,83.322998046875,78.2229995727539,82.63200378417969,82.61814880371094,424641000,87.3830332438151,72.63485552469889
80,1086,2024-04-26,83.81800079345703,88.33100128173828,83.38700103759766,87.73500061035156,87.72028350830078,551011000,87.37606658935547,73.06646664937337
81,1087,2024-04-29,87.59500122070312,87.99199676513672,85.26599884033203,87.75700378417969,87.7422866821289,388971000,87.3734001159668,73.48513336181641
82,1088,2024-04-30,87.23999786376953,88.81900024414062,86.30000305175781,86.4020004272461,86.38751220703125,363709000,87.30496673583984,73.894000032213
83,1089,2024-05-01,85.0770034790039,86.0,81.25499725341797,83.04100036621094,83.0270767211914,559863000,87.09306666056315,74.28211114671495
84,1090,2024-05-02,84.4489974975586,86.23699951171875,83.19999694824219,85.81700134277344,85.8026123046875,377898000,86.9412333170573,74.69130003187391
85,1091,2024-05-03,87.78900146484375,89.28099822998047,87.04000091552734,88.78900146484375,88.77411651611328,398341000,86.85303344726563,75.1352889166938
86,1092,2024-05-06,89.38999938964844,92.22000122070312,89.05500030517578,92.13999938964844,92.12454986572266,376203000,86.78140004475911,75.61152225070529
87,1093,2024-05-07,91.0979995727539,91.78099822998047,89.01100158691406,90.55400085449219,90.538818359375,437342000,86.63313344319661,76.06860004001193
88,1094,2024-05-08,89.48300170898438,91.19400024414062,89.41999816894531,90.41200256347656,90.39684295654297,325721000,86.56150029500326,76.52293340894911
89,1095,2024-05-09,90.52899932861328,91.0719985961914,88.23100280761719,88.74700164794922,88.73212432861328,378013000,86.5114003499349,76.95876676771375
90,1096,2024-05-10,90.30500030517578,91.4010009765625,89.22699737548828,89.87799835205078,89.86292266845703,335325000,86.49546686808269,77.42221120198568
91,1097,2024-05-13,90.47799682617188,90.99800109863281,88.52899932861328,90.39900207519531,90.38385009765625,289680000,86.49666697184244,77.89810011121962
92,1098,2024-05-14,89.5989990234375,91.6510009765625,88.93399810791016,91.35600280761719,91.34068298339844,296507000,86.56013361612956,78.37985568576389
93,1099,2024-05-15,92.47200012207031,94.86199951171875,91.5989990234375,94.62999725341797,94.61412811279297,417735000,86.74900029500326,78.8857778761122
94,1100,2024-05-16,94.91000366210938,95.81900024414062,94.10299682617188,94.35900115966797,94.34317779541016,323952000,87.03080037434896,79.35362235175239
95,1101,2024-05-17,94.36900329589844,94.73999786376953,91.80599975585938,92.47899627685547,92.46348571777344,359691000,87.1798334757487,79.7907223171658
96,1102,2024-05-20,93.75,95.19999694824219,93.44000244140625,94.77999877929688,94.76411437988281,318764000,87.43473332722982,80.23994454277886
97,1103,2024-05-21,93.5989990234375,95.4000015258789,93.18000030517578,95.38600158691406,95.37001037597656,328946000,87.76913350423177,80.69065568712023
98,1104,2024-05-22,95.45899963378906,96.0199966430664,93.2490005493164,94.94999694824219,94.93408203125,548648000,88.03283335367838,81.13776677449545
99,1105,2024-05-23,102.02799987792969,106.31999969482422,101.5199966430664,103.79900360107422,103.78160095214844,835065000,88.47226689656576,81.66462237040201
100,1106,2024-05-24,104.4489974975586,106.4749984741211,103.0,106.46900177001953,106.4511489868164,429494000,89.08170038859049,82.2248001522488
101,1107,2024-05-28,110.24400329589844,114.93900299072266,109.88300323486328,113.9010009765625,113.88190460205078,652728000,90.01170043945312,82.85584462483725
102,1108,2024-05-29,113.05000305175781,115.49199676513672,110.9010009765625,114.82499694824219,114.80574798583984,557442000,90.92536697387695,83.47066680060493
103,1109,2024-05-30,114.6500015258789,115.81900024414062,109.66300201416016,110.5,110.4814682006836,487350000,91.8075335184733,84.03562236362033
104,1110,2024-05-31,112.5199966430664,112.71700286865234,106.94000244140625,109.63300323486328,109.6146240234375,613263000,92.63960037231445,84.58851127624511
105,1111,2024-06-03,113.62100219726562,115.0,112.00299835205078,115.0,114.98072052001953,438392000,93.93293380737305,85.18448905944824
106,1112,2024-06-04,115.71600341796875,116.5999984741211,114.04499816894531,116.43699645996094,116.41747283935547,403324000,95.16356709798177,85.79360012478298
107,1113,2024-06-05,118.37100219726562,122.4489974975586,117.46800231933594,122.44000244140625,122.41947174072266,528402000,96.49746729532878,86.47592239379883
108,1114,2024-06-06,124.0479965209961,125.58699798583984,118.31999969482422,120.99800109863281,120.97771453857422,664696000,97.87483393351236,87.12628907097711
109,1115,2024-06-07,119.7699966430664,121.69200134277344,118.02200317382812,120.88800048828125,120.86773681640625,412386000,99.15003382364908,87.77200020684137
110,1116,2024-06-10,120.37000274658203,123.0999984741211,117.01000213623047,121.79000091552734,121.76958465576172,314162700,100.28520050048829,88.4415891011556
111,1117,2024-06-11,121.7699966430664,122.87000274658203,118.73999786376953,120.91000366210938,120.899658203125,222551200,101.39030049641927,89.08473358154296
112,1118,2024-06-12,123.05999755859375,126.87999725341797,122.56999969482422,125.19999694824219,125.18928527832031,299595000,102.68356704711914,89.74073350694445
113,1119,2024-06-13,129.38999938964844,129.8000030517578,127.16000366210938,129.61000061035156,129.59890747070312,260704500,104.23586705525716,90.41048906114366
114,1120,2024-06-14,129.9600067138672,132.83999633789062,128.32000732421875,131.8800048828125,131.8687286376953,309320400,105.7713005065918,91.11778912014431
115,1121,2024-06-17,132.99000549316406,133.72999572753906,129.5800018310547,130.97999572753906,130.9687957763672,288504400,107.17766698201497,91.79424463907877
116,1122,2024-06-18,131.13999938964844,136.3300018310547,130.69000244140625,135.5800018310547,135.5684051513672,294335100,108.62566706339518,92.52690022786459
117,1123,2024-06-20,139.8000030517578,140.75999450683594,129.52000427246094,130.77999877929688,130.76881408691406,517768400,109.96653366088867,93.17853351169163
118,1124,2024-06-21,127.12000274658203,130.6300048828125,124.30000305175781,126.56999969482422,126.55917358398438,655484700,111.17180023193359,93.78211127387152
119,1125,2024-06-24,123.23999786376953,124.45999908447266,118.04000091552734,118.11000061035156,118.09989929199219,476060900,112.15056686401367,94.29302241007487
120,1126,2024-06-25,121.19999694824219,126.5,119.31999969482422,126.08999633789062,126.07920837402344,425787500,113.35763346354166,94.87291124131944
121,1127,2024-06-26,126.12999725341797,128.1199951171875,122.5999984741211,126.4000015258789,126.38919067382812,362975900,114.55766677856445,95.4700446234809
122,1128,2024-06-27,124.0999984741211,126.41000366210938,122.91999816894531,123.98999786376953,123.9793930053711,252571700,115.64546661376953,96.04090016682943
123,1129,2024-06-28,124.58000183105469,127.70999908447266,122.75,123.54000091552734,123.52943420410156,315516700,116.60913340250652,96.64187791612413
124,1130,2024-07-01,123.47000122070312,124.83999633789062,118.83000183105469,124.30000305175781,124.28936767578125,284885500,117.6071667989095,97.27330017089844
125,1131,2024-07-02,121.12999725341797,123.41000366210938,121.02999877929688,122.66999816894531,122.65950775146484,218374000,118.61353352864583,97.76365568372938
126,1132,2024-07-03,121.66000366210938,128.27999877929688,121.36000061035156,128.27999877929688,128.26902770996094,215749000,119.7302001953125,98.3132445441352
127,1133,2024-07-05,127.37999725341797,128.85000610351562,125.68000030517578,125.83000183105469,125.8192367553711,214176700,120.74500020345052,98.83255564371744
128,1134,2024-07-08,127.48999786376953,130.77000427246094,127.04000091552734,128.1999969482422,128.18902587890625,237677300,121.85333353678385,99.38254453870985
129,1135,2024-07-09,130.35000610351562,133.82000732421875,128.64999389648438,131.3800048828125,131.3687744140625,285366600,122.77270024617513,99.97940012613932
130,1136,2024-07-10,134.02999877929688,135.10000610351562,132.4199981689453,134.91000366210938,134.89846801757812,248978600,123.72073364257812,100.59937795003255
131,1137,2024-07-11,135.75,136.14999389648438,127.05000305175781,127.4000015258789,127.38910675048828,374782700,124.17070032755534,101.10072241889105
132,1138,2024-07-12,128.25999450683594,131.9199981689453,127.22000122070312,129.24000549316406,129.2289581298828,252680500,124.65120061238606,101.58964470757378
133,1139,2024-07-15,130.55999755859375,131.38999938964844,127.18000030517578,128.44000244140625,128.42901611328125,208326200,125.24920069376627,102.06160032484266
134,1140,2024-07-16,128.44000244140625,129.0399932861328,124.58000183105469,126.36000061035156,126.34918975830078,214769500,125.80676727294922,102.48004480997722
135,1141,2024-07-17,121.3499984741211,121.8499984741211,116.72000122070312,117.98999786376953,117.97990417480469,390086200,125.9064338684082,102.7613892449273
136,1142,2024-07-18,121.8499984741211,122.4000015258789,116.55999755859375,121.08999633789062,121.07963562011719,320979500,126.0615338643392,103.13430031670464
137,1143,2024-07-19,120.3499984741211,121.5999984741211,117.37000274658203,117.93000030517578,117.91991424560547,217223800,125.91120045979818,103.49158918592664
138,1144,2024-07-22,120.3499984741211,124.06999969482422,119.86000061035156,123.54000091552734,123.52943420410156,258068900,125.995933787028,103.84300028483072
139,1145,2024-07-23,122.77999877929688,124.69000244140625,122.0999984741211,122.58999633789062,122.57951354980469,173911000,126.05266698201497,104.19524468315973
140,1146,2024-07-24,119.16999816894531,119.94999694824219,113.44000244140625,114.25,114.24022674560547,327776900,125.80133361816407,104.48753356933594
141,1147,2024-07-25,113.04000091552734,116.62999725341797,106.30000305175781,112.27999877929688,112.27039337158203,460067000,125.51366678873698,104.75912246704101
142,1148,2024-07-26,116.19000244140625,116.19999694824219,111.58000183105469,113.05999755859375,113.05032348632812,293399100,125.10900014241537,105.03251130845811
143,1149,2024-07-29,113.69000244140625,116.27999877929688,111.30000305175781,111.58999633789062,111.58045196533203,248152100,124.50833333333334,105.27908901638455
144,1150,2024-07-30,111.5199966430664,111.98999786376953,102.54000091552734,103.7300033569336,103.72113037109375,486833300,123.56999994913737,105.42751125759548
145,1151,2024-07-31,112.9000015258789,118.33999633789062,110.87999725341797,117.0199966430664,117.0099868774414,473174200,123.10466664632162,105.71178902520074
146,1152,2024-08-01,117.52999877929688,120.16000366210938,106.80999755859375,109.20999908447266,109.2006607055664,523462300,122.22566655476888,105.87757788764105
147,1153,2024-08-02,103.76000213623047,108.72000122070312,101.37000274658203,107.2699966430664,107.26081848144531,482027500,121.44199981689454,106.01388897365995
148,1154,2024-08-05,92.05999755859375,103.41000366210938,90.69000244140625,100.44999694824219,100.44140625,552842400,120.57133305867514,106.10154452853733
149,1155,2024-08-06,103.83999633789062,107.70999908447266,100.55000305175781,104.25,104.24108123779297,409012100,120.10933303833008,106.25710008409288
150,1156,2024-08-07,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.90154266357422,411440400,119.20333328247071,106.35214453803168
151,1157,2024-08-08,102.0,105.5,97.5199966430664,104.97000122070312,104.96102142333984,391910000,118.48899993896484,106.51444456312392
152,1158,2024-08-09,105.63999938964844,106.5999984741211,103.43000030517578,104.75,104.74104309082031,290844200,117.8476666768392,106.68442230224609
153,1159,2024-08-12,106.31999969482422,111.06999969482422,106.26000213623047,109.0199966430664,109.01067352294922,325559900,117.36366653442383,106.90726674397787
154,1160,2024-08-13,112.44000244140625,116.2300033569336,111.58000183105469,116.13999938964844,116.13006591796875,312646700,117.09166641235352,107.243211195204
155,1161,2024-08-14,118.52999877929688,118.5999984741211,114.06999969482422,118.08000183105469,118.06990051269531,339246400,116.93866653442383,107.57734451293945
156,1162,2024-08-15,118.76000213623047,123.23999786376953,117.47000122070312,122.86000061035156,122.84949493408203,318086700,116.75799992879232,107.97431115044488
157,1163,2024-08-16,121.94000244140625,125.0,121.18000030517578,124.58000183105469,124.56934356689453,302589900,116.71633326212564,108.41015565660265
158,1164,2024-08-19,124.27999877929688,130.0,123.41999816894531,130.0,129.98887634277344,318333600,116.77633336385091,108.88750008477105
159,1165,2024-08-20,128.39999389648438,129.8800048828125,125.88999938964844,127.25,127.2391128540039,300087400,116.63866653442383,109.2945445590549
160,1166,2024-08-21,127.31999969482422,129.35000610351562,126.66000366210938,128.5,128.489013671875,257883600,116.42499974568685,109.74247792561849
161,1167,2024-08-22,130.02000427246094,130.75,123.0999984741211,123.73999786376953,123.72941589355469,376189100,116.30299962361654,110.16180013020833
162,1168,2024-08-23,125.86000061035156,129.60000610351562,125.22000122070312,129.3699951171875,129.3589324951172,323230300,116.30733261108398,110.627966732449
163,1169,2024-08-26,129.57000732421875,131.25999450683594,124.37000274658203,126.45999908447266,126.44918060302734,331964700,116.2413324991862,111.09935557047525
164,1170,2024-08-27,125.05000305175781,129.1999969482422,123.87999725341797,128.3000030517578,128.28903198242188,303134600,116.30599924723307,111.58412229749891
165,1171,2024-08-28,128.1199951171875,128.3300018310547,122.63999938964844,125.61000061035156,125.59925842285156,448101100,116.5599993387858,112.13312233818903
166,1172,2024-08-29,121.36000061035156,124.43000030517578,116.70999908447266,117.58999633789062,117.57994079589844,453023300,116.44333267211914,112.55614454481336
167,1173,2024-08-30,119.52999877929688,121.75,117.22000122070312,119.37000274658203,119.35979461669922,333751600,116.49133275349935,112.96666683620877
168,1174,2024-09-03,116.01000213623047,116.20999908447266,107.29000091552734,108.0,107.99076080322266,477155100,115.97333272298177,113.28136681450738
169,1175,2024-09-04,105.41000366210938,113.2699966430664,104.12000274658203,106.20999908447266,106.20091247558594,372470300,115.42733281453451,113.54334454006619
170,1176,2024-09-05,104.98999786376953,109.6500015258789,104.76000213623047,107.20999908447266,107.2008285522461,306850700,115.19266611735026,113.75973341200087
171,1177,2024-09-06,108.04000091552734,108.1500015258789,100.94999694824219,102.83000183105469,102.82120513916016,413638100,114.87766621907552,113.92721116807726
172,1178,2024-09-09,104.87999725341797,106.55000305175781,103.69000244140625,106.47000122070312,106.46089172363281,273912000,114.65799967447917,114.15018895467122
173,1179,2024-09-10,107.80999755859375,109.4000015258789,104.94999694824219,108.0999984741211,108.09075164794922,268283700,114.54166641235352,114.42862226698134
174,1180,2024-09-11,109.38999938964844,117.19000244140625,107.41999816894531,116.91000366210938,116.9000015258789,441422400,114.98099975585937,114.77410007052951
175,1181,2024-09-12,116.83999633789062,120.79000091552734,115.37999725341797,119.13999938964844,119.13999938964844,367100500,115.05166651407878,115.11133338080512
176,1182,2024-09-13,119.08000183105469,119.95999908447266,117.5999984741211,119.0999984741211,119.0999984741211,238358300,115.38133316040039,115.41088892618815
177,1183,2024-09-16,116.79000091552734,118.18000030517578,114.36000061035156,116.77999877929688,116.77999877929688,248772300,115.69833323160807,115.70228890313042
178,1184,2024-09-17,118.16999816894531,118.80000305175781,114.83000183105469,115.58999633789062,115.58999633789062,231925900,116.20299987792968,115.98204438951281
179,1185,2024-09-18,115.88999938964844,117.69999694824219,113.22000122070312,113.37000274658203,113.37000274658203,310318900,116.50699996948242,116.25563329060873
180,1186,2024-09-19,117.3499984741211,119.66000366210938,117.25,117.87000274658203,117.87000274658203,293506400,117.13899993896484,116.56665556165908
181,1187,2024-09-20,117.05999755859375,118.62000274658203,115.38999938964844,116.0,116.0,382462400,117.50666656494141,116.8511110941569
182,1188,2024-09-23,116.55000305175781,116.98999786376953,114.86000061035156,116.26000213623047,116.26000213623047,206228500,117.89033330281576,117.12782219780816
183,1189,2024-09-24,116.5199966430664,121.80000305175781,115.37999725341797,120.87000274658203,120.87000274658203,354966800,118.28533350626627,117.41937781439887
